Make,Colour,Odometer (KM),Doors,Seats,Fuel Milage,Total Fuel Used,Price
Honda,White,193179.0,5.0,5,4.0,48294.75,7827.0
Honda,White,134949.0,4.0,5,3.63,37176.03,17622.0
Toyota,White,216257.0,4.0,5,3.68,58765.49,17171.0
Honda,Red,111727.0,4.0,5,5.46,20462.82,10101.0
Toyota,White,86480.0,4.0,5,4.64,18637.93,16319.0
Toyota,White,73360.0,4.0,5,5.82,12604.81,18653.0
Honda,White,164703.0,4.0,5,4.83,34100.0,12201.0
BMW,White,143651.0,5.0,5,3.73,38512.33,22597.0
Toyota,Black,58773.0,4.0,5,4.13,14230.75,20893.0
Toyota,White,72118.0,4.0,5,5.9,12223.39,16892.0
Honda,White,14700.0,4.0,5,4.94,2975.71,26973.0
Toyota,White,117637.0,4.0,5,5.1,23066.08,17256.0
Nissan,White,129820.0,5.0,5,3.59,36161.56,6960.0
Honda,White,18246.0,4.0,5,4.27,4273.07,21684.0
Toyota,White,131958.99,4.0,5,3.85,34275.06,5094.0
Honda,White,92883.0,4.0,5,3.45,26922.61,14931.0
Toyota,Green,119394.0,4.0,5,4.36,27383.94,11773.0
Nissan,Black,178899.0,4.0,5,3.56,50252.53,5222.0
Toyota,White,172018.0,4.0,5,3.69,46617.34,10196.0
Toyota,Blue,98971.0,4.0,5,3.89,25442.42,16226.0
Nissan,White,215026.0,4.0,5,4.54,47362.56,16128.75
Honda,White,33261.0,4.0,5,4.62,7199.35,28104.0
Toyota,White,185742.0,4.0,5,3.97,46786.4,16865.0
Toyota,Blue,119311.0,4.0,5,5.5,21692.91,26816.0
Nissan,Blue,131958.99,4.0,5,4.81,27434.3,9545.0
Nissan,White,246825.0,3.0,5,4.61,53541.21,13647.0
Toyota,Black,225991.0,4.0,5,5.5,41089.27,16128.75
Toyota,Red,159925.0,4.0,5,3.89,41111.83,14028.0
Nissan,White,51004.0,4.0,5,3.3,15455.76,31633.0
Toyota,White,216076.0,4.0,5,3.55,60866.48,12152.0
Toyota,White,231683.0,4.0,5,4.69,49399.36,16001.0
Toyota,Blue,135237.0,4.0,5,3.12,43345.19,18358.0
Nissan,White,193389.0,4.0,5,3.24,59687.96,7443.0
Toyota,White,143104.0,4.0,5,4.47,32014.32,4589.0
BMW,White,146911.0,3.0,5,5.71,25728.72,17076.0
Toyota,White,199985.0,4.0,5,3.66,54640.71,21007.0
Toyota,White,114202.0,4.0,5,5.86,19488.4,22505.0
Toyota,White,66150.0,4.0,5,3.22,20543.48,25111.0
Honda,Blue,42420.0,5.0,5,3.07,13817.59,7376.0
Nissan,Blue,111256.0,4.0,5,4.04,27538.61,10919.0
BMW,Black,181572.0,5.0,5,4.43,40986.91,25763.0
Nissan,Red,209976.0,4.0,5,3.22,65209.94,4200.0
Honda,Green,81764.0,4.0,5,5.98,13672.91,29004.0
Nissan,White,82429.0,4.0,5,5.42,15208.3,8979.0
Honda,Black,221461.0,4.0,5,4.58,48353.93,10450.0
Honda,White,47712.0,4.0,5,4.7,10151.49,18029.0
Toyota,Blue,131958.99,4.0,5,5.35,24665.23,19175.0
Toyota,Black,222813.0,4.0,5,3.41,65341.06,16128.75
Toyota,White,107410.0,4.0,5,3.24,33151.23,24990.0
Toyota,Blue,14645.0,4.0,5,3.99,3670.43,21326.0
Toyota,Blue,67120.0,4.0,5,4.9,13697.96,16128.75
Nissan,Red,131958.99,4.0,5,3.55,37171.55,17144.0
Nissan,White,26634.0,4.0,5,4.35,6122.76,12024.0
Toyota,White,118706.0,4.0,5,4.63,25638.44,20705.0
BMW,Green,209340.0,5.0,5,3.92,53403.06,29140.0
Nissan,Blue,38233.0,4.0,5,4.5,8496.22,23483.0
Toyota,Blue,131958.99,4.0,5,5.98,22066.72,13213.0
Nissan,White,152215.0,4.0,5,3.36,45302.08,16519.0
Honda,Blue,30120.0,4.0,5,4.86,6197.53,6357.0
Toyota,Red,68125.0,4.0,5,4.17,16336.93,8105.0
Toyota,Blue,207048.0,4.0,5,4.96,41743.55,10663.0
Honda,White,126854.0,4.0,5,3.55,35733.52,12311.0
Honda,Red,236800.0,4.0,5,5.11,46340.51,16128.75
Nissan,Blue,180739.0,4.0,5,4.9,36885.51,19389.0
Nissan,Red,196130.0,3.0,5,3.77,52023.87,13707.0
Honda,Green,164493.0,4.0,5,4.91,33501.63,13866.0
Honda,Blue,207344.0,4.0,5,3.41,60804.69,4941.0
Nissan,White,228090.0,4.0,5,5.0,45618.0,16366.0
Toyota,Blue,180156.0,4.0,5,5.58,32286.02,14086.0
Toyota,White,110362.0,4.0,5,5.81,18995.18,13560.0
BMW,Blue,69358.0,5.0,5,3.91,17738.62,47260.0
Toyota,White,124057.0,4.0,5,5.06,24517.19,18919.0
Toyota,Blue,126078.0,4.0,5,3.95,31918.48,14442.0
Nissan,Blue,224410.0,4.0,5,5.14,43659.53,13244.0
Toyota,Green,221725.0,4.0,5,5.48,40460.77,6742.0
Honda,Blue,131958.99,5.0,5,3.92,33663.01,22042.0
Toyota,White,35673.0,4.0,5,3.99,8940.6,35683.0
Honda,White,205597.0,4.0,5,3.21,64048.91,4239.0
Honda,Blue,76579.0,4.0,5,3.96,19338.13,20511.0
Nissan,White,137477.0,4.0,5,3.99,34455.39,16128.75
Honda,White,120283.0,4.0,5,4.9,24547.55,19376.0
Honda,Black,51328.0,4.0,5,4.65,11038.28,10675.0
Toyota,Black,218253.0,4.0,5,4.34,50288.71,13176.0
Toyota,Blue,39311.0,4.0,5,5.64,6970.04,17520.0
Toyota,White,210193.0,4.0,5,5.35,39288.41,5653.0
Honda,Black,27788.0,4.0,5,3.05,9110.82,18919.0
Honda,Black,111097.0,4.0,5,5.18,21447.3,16072.0
Honda,Red,16079.0,4.0,5,5.68,2830.81,9954.0
Toyota,Blue,89641.0,4.0,5,5.95,15065.71,33463.0
BMW,Blue,72663.0,5.0,5,3.48,20880.17,40032.0
Toyota,Red,86284.0,5.0,5,4.36,19789.91,22542.0
Honda,White,95481.0,4.0,5,5.0,19096.2,8687.0
Honda,White,214405.0,4.0,5,3.21,66792.83,7982.0
Honda,White,52563.0,4.0,5,4.75,11065.89,26078.0
Honda,White,113704.0,4.0,5,3.48,32673.56,23280.0
Honda,Blue,73869.0,4.0,5,3.86,19137.05,27744.0
Honda,White,95579.0,4.0,5,3.87,24697.42,11135.0
Honda,Black,45152.0,4.0,5,3.11,14518.33,22825.0
Honda,Green,194035.0,4.0,5,5.83,33282.16,11648.0
Toyota,Blue,220679.0,4.0,5,5.86,37658.53,15508.0
Honda,White,102032.0,4.0,5,4.6,22180.87,19036.0
Toyota,Green,58938.0,4.0,5,5.47,10774.77,6602.0
Toyota,White,131958.99,4.0,5,3.38,39041.12,14021.0
Toyota,Blue,193276.0,4.0,5,3.41,56679.18,10522.0
Nissan,Blue,189182.0,5.0,5,3.24,58389.51,18834.0
Toyota,White,197393.0,4.0,5,4.76,41469.12,20879.0
Honda,White,42844.0,4.0,5,3.51,12206.27,29145.0
Toyota,White,122266.0,4.0,5,3.02,40485.43,17664.0
Toyota,Red,240017.0,4.0,5,4.46,53815.47,13728.0
Toyota,Green,88598.0,4.0,5,5.23,16940.34,19373.0
Toyota,Blue,216563.0,5.0,5,3.75,57750.13,7903.0
Honda,Black,123924.0,4.0,5,5.86,21147.44,21236.0
Toyota,White,185455.0,4.0,5,4.99,37165.33,16220.0
Nissan,Green,163080.0,4.0,5,3.5,46594.29,7973.0
Honda,Blue,142403.0,4.0,5,5.23,27228.11,6803.0
Nissan,White,127386.0,4.0,5,5.17,24639.46,8461.0
Toyota,White,142633.0,4.0,5,4.8,29715.21,10402.0
Toyota,Blue,215955.0,4.0,5,4.42,48858.6,7994.0
Nissan,Blue,46842.0,4.0,5,4.58,10227.51,28655.0
Nissan,Red,131958.99,4.0,5,4.34,30405.3,13127.0
Honda,Black,222786.0,4.0,5,4.26,52297.18,16128.75
Honda,White,130494.0,4.0,5,5.86,22268.6,5513.0
Toyota,White,131958.99,4.0,5,3.87,34097.93,20521.0
BMW,White,96224.0,5.0,5,4.91,19597.56,45720.0
Honda,Blue,176566.0,4.0,5,5.06,34894.47,13257.0
Toyota,Blue,171373.0,4.0,5,4.11,41696.59,9529.0
Toyota,Green,241507.0,5.0,5,3.72,64921.24,7724.0
Honda,Red,86427.0,4.0,5,5.27,16399.81,30854.0
Toyota,White,210863.0,4.0,5,3.05,69135.41,12112.0
Toyota,White,216647.0,4.0,5,4.86,44577.57,10207.0
BMW,Blue,35837.0,3.0,5,5.87,6105.11,33198.0
Honda,Blue,166595.0,5.0,5,3.61,46148.2,5138.0
Honda,Blue,68223.0,4.0,5,4.06,16803.69,27530.0
Honda,Blue,223005.0,4.0,5,3.64,61265.11,14431.0
Honda,Black,61120.0,4.0,5,4.45,13734.83,30374.0
Honda,Blue,83357.0,4.0,5,4.06,20531.28,22263.0
Nissan,White,20315.0,4.0,5,4.78,4250.0,8137.0
Toyota,Blue,152042.0,4.0,5,5.97,25467.67,20590.0
Honda,Black,213154.0,4.0,5,3.96,53826.77,8192.0
Nissan,White,24741.0,4.0,5,5.89,4200.51,20840.0
Toyota,Blue,247601.0,4.0,5,3.11,79614.47,11162.0
Honda,Blue,40912.0,4.0,5,5.67,7215.52,26885.0
Nissan,Black,218697.0,4.0,5,3.78,57856.35,5157.0
Toyota,White,26655.0,4.0,5,4.97,5363.18,11749.0
Honda,White,42137.0,4.0,5,4.95,8512.53,16128.75
Toyota,Black,71463.0,4.0,5,4.86,14704.32,31206.0
Toyota,Blue,149270.0,5.0,5,5.9,25300.0,21953.0
Honda,Blue,66613.0,4.0,5,3.3,20185.76,20450.0
Toyota,White,48674.0,4.0,5,4.26,11425.82,16128.75
Honda,White,123898.0,4.0,5,3.41,36333.72,20622.0
Toyota,Black,136271.0,4.0,5,4.02,33898.26,20242.0
Honda,Black,119033.0,4.0,5,3.65,32611.78,16774.0
Honda,Blue,50475.0,4.0,5,3.2,15773.44,8164.0
Honda,White,42379.0,4.0,5,5.3,7996.04,25382.0
Honda,Black,147889.0,4.0,5,4.52,32718.81,8916.0
Nissan,Green,76610.0,3.0,5,5.33,14373.36,16320.0
Nissan,Blue,249860.0,4.0,5,3.52,70982.95,14524.0
Honda,Red,113538.0,4.0,5,5.69,19953.95,16128.75
Honda,White,152212.0,4.0,5,3.37,45166.77,10580.0
BMW,White,26531.0,5.0,5,5.09,5212.38,19408.0
Toyota,White,137628.0,4.0,5,3.37,40839.17,18142.0
Toyota,Blue,33461.0,4.0,5,3.34,10018.26,16128.75
Honda,White,178134.0,4.0,5,4.7,37900.85,8870.0
Toyota,White,74919.0,4.0,5,3.5,21405.43,7183.0
Honda,Green,165101.0,4.0,5,4.18,39497.85,10377.0
Nissan,White,235952.0,4.0,5,5.09,46355.99,13272.0
Nissan,Black,77474.0,4.0,5,3.42,22653.22,22924.0
Honda,White,121416.0,5.0,5,3.25,37358.77,17690.0
Honda,Blue,196507.0,4.0,5,5.99,32805.84,17065.0
Toyota,Blue,95993.0,4.0,5,5.56,17264.93,28073.0
Nissan,Green,87701.0,4.0,5,4.47,19619.91,29656.0
BMW,White,192673.0,5.0,5,5.43,35483.06,23377.0
Nissan,White,205155.0,3.0,5,4.62,44405.84,10287.0
BMW,White,242935.0,3.0,5,5.95,40829.41,14767.0
Honda,Red,101835.0,4.0,5,5.53,18415.01,16110.0
Toyota,Black,26798.0,4.0,5,3.99,6716.29,28276.0
Toyota,Red,88571.0,4.0,5,3.28,27003.35,21431.0
Toyota,Red,49807.0,4.0,5,4.36,11423.62,25775.0
Nissan,White,71103.0,4.0,5,3.09,23010.68,6884.0
Honda,White,237209.0,4.0,5,4.59,51679.52,10494.0
Toyota,Green,37703.0,4.0,5,4.58,8232.1,16128.75
Toyota,White,26191.0,4.0,5,4.9,5345.1,15372.0
Toyota,Blue,213344.0,4.0,5,5.64,37826.95,16128.75
Honda,Blue,28561.0,4.0,5,5.15,5545.83,14204.0
Toyota,Blue,131958.99,4.0,5,5.14,25672.96,10024.0
Honda,Blue,120448.0,4.0,5,3.21,37522.74,12392.0
Nissan,White,19265.0,4.0,5,3.36,5733.63,21451.0
Honda,White,40134.0,4.0,5,5.98,6711.37,16273.0
Toyota,Black,86696.0,4.0,5,5.56,15592.81,30320.0
Toyota,Blue,23637.0,4.0,5,4.44,5323.65,16128.75
Nissan,Red,166895.0,4.0,5,3.47,48096.54,10061.0
Toyota,White,202435.0,4.0,5,4.8,42173.96,16867.0
Toyota,White,72725.0,4.0,5,5.19,14012.52,25735.0
Toyota,Blue,63501.0,4.0,5,3.49,18195.13,15260.0
Toyota,Black,228063.0,4.0,5,5.59,40798.39,16308.0
Nissan,Red,143204.0,3.0,5,3.81,37586.35,16719.0
Toyota,Green,213077.0,4.0,5,5.32,40052.07,16128.75
BMW,Blue,209466.0,5.0,5,3.86,54265.8,16128.75
BMW,White,33320.0,3.0,5,4.22,7895.73,27888.0
Honda,White,236432.0,4.0,5,5.4,43783.7,16128.75
Honda,White,41846.0,4.0,5,5.43,7706.45,10241.0
BMW,Red,38775.0,5.0,5,5.38,7207.25,16128.75
Toyota,Blue,226217.0,4.0,5,3.83,59064.49,15413.0
Honda,White,211154.0,4.0,5,3.58,58981.56,9402.0
Toyota,White,248416.0,4.0,5,4.47,55574.05,14717.0
Nissan,Red,131958.99,4.0,5,3.4,38811.47,15154.0
Nissan,Green,233054.0,4.0,5,5.37,43399.26,8930.0
Toyota,Blue,84787.0,4.0,5,3.09,27439.16,28414.0
Toyota,White,176172.0,4.0,5,3.54,49766.1,18923.0
Nissan,Black,170777.0,4.0,5,5.16,33096.32,9649.0
BMW,White,235774.0,5.0,5,5.39,43742.86,29401.0
Honda,Blue,161140.0,4.0,5,5.39,29896.1,11364.0
Toyota,Blue,189781.0,4.0,5,4.69,40465.03,10352.0
Honda,White,117907.0,4.0,5,3.93,30001.78,16908.0
Toyota,Green,213861.0,4.0,5,4.89,43734.36,3751.0
Toyota,Red,248634.0,5.0,5,3.85,64580.26,9919.0
Honda,Black,38327.0,4.0,5,3.54,10826.84,23728.0
Honda,White,225600.0,4.0,5,4.76,47394.96,16128.75
BMW,Black,54141.0,5.0,5,4.89,11071.78,37518.0
Honda,Blue,163297.0,4.0,5,4.93,33123.12,13263.0
Honda,White,24180.0,4.0,5,3.68,6570.65,9710.0
Toyota,Black,98409.0,4.0,5,4.62,21300.65,32863.0
Toyota,White,228619.0,4.0,5,5.79,39485.15,12058.0
Honda,Black,232910.0,4.0,5,4.13,56394.67,6690.0
Nissan,Blue,28390.0,3.0,5,3.25,8735.38,6504.0
Nissan,Green,107112.0,3.0,5,3.73,28716.35,16345.0
Nissan,White,48730.0,4.0,5,5.41,9007.39,11210.0
Nissan,White,192747.0,4.0,5,5.22,36924.71,6750.0
Toyota,Blue,177356.0,4.0,5,4.15,42736.39,15827.0
Toyota,White,146824.0,4.0,5,5.21,28181.19,16285.0
Honda,White,64574.0,4.0,5,5.99,10780.3,17654.0
Toyota,White,244404.0,4.0,5,4.74,51562.03,13334.0
Nissan,White,66199.0,4.0,5,5.47,12102.19,27557.0
Toyota,White,199315.0,4.0,5,5.98,33330.27,19453.0
Honda,White,203447.0,4.0,5,5.47,37193.24,3509.0
Honda,Blue,158301.0,4.0,5,5.05,31346.73,15297.0
Honda,White,82518.0,4.0,5,3.53,23376.2,22587.0
Honda,Blue,224900.0,4.0,5,4.25,52917.65,9104.0
Honda,White,56523.0,4.0,5,3.51,16103.42,6207.0
Toyota,Red,98854.0,4.0,5,4.44,22264.41,29876.0
Honda,Black,151414.0,4.0,5,3.68,41145.11,12186.0
Nissan,White,222917.0,4.0,5,3.01,74058.8,15673.0
Honda,Blue,67875.0,5.0,5,5.41,12546.21,17152.0
BMW,Blue,134103.0,5.0,5,3.45,38870.43,36109.0
Nissan,White,177272.0,4.0,5,4.74,37399.16,18248.0
Honda,Black,88002.0,4.0,5,4.75,18526.74,20219.0
Toyota,Black,112622.0,4.0,5,4.18,26943.06,15778.0
Toyota,Red,185940.0,4.0,5,5.68,32735.92,9685.0
Honda,Red,172705.0,4.0,5,3.08,56073.05,16128.75
Toyota,White,131958.99,4.0,5,3.6,36655.27,23844.0
Toyota,White,124205.0,4.0,5,5.44,22831.8,6917.0
Nissan,White,87997.0,4.0,5,3.27,26910.4,28596.0
Honda,White,148238.0,4.0,5,3.57,41523.25,11303.0
Toyota,White,10217.0,4.0,5,4.1,2491.95,22883.0
BMW,White,57905.0,3.0,5,3.28,17653.96,50868.0
Honda,White,70154.0,4.0,5,4.0,17538.5,27852.0
BMW,Blue,165375.0,5.0,5,4.36,37930.05,26540.0
Toyota,White,223727.0,4.0,5,5.75,38909.04,12901.0
Toyota,White,81656.0,4.0,5,4.44,18390.99,14282.0
Toyota,Red,189278.0,5.0,5,3.27,57883.18,9222.0
BMW,White,227845.0,5.0,5,3.7,61579.73,11298.0
Honda,White,13116.0,4.0,5,3.12,4203.85,16464.0
Toyota,White,69222.0,4.0,5,5.43,12748.07,29363.0
Honda,Blue,197664.0,4.0,5,5.9,33502.37,12950.0
Toyota,Black,146848.0,5.0,5,3.39,43317.99,7286.0
Honda,Blue,76252.0,4.0,5,4.39,17369.48,9500.0
Honda,White,121791.0,4.0,5,4.58,26591.92,6920.0
Toyota,White,235792.0,4.0,5,5.77,40865.16,10726.0
Toyota,Black,197498.0,4.0,5,4.82,40974.69,6956.0
Toyota,White,129188.0,4.0,5,3.96,32623.23,17609.0
Toyota,Blue,223875.0,4.0,5,3.57,62710.08,12650.0
Nissan,Blue,96785.0,4.0,5,3.73,25947.72,22949.0
Honda,White,187380.0,4.0,5,4.97,37702.21,4022.0
BMW,Black,11049.0,3.0,5,3.65,3027.12,19500.0
Toyota,Blue,76416.0,4.0,5,3.42,22343.86,21653.0
BMW,White,228678.0,5.0,5,3.81,60020.47,18557.0
Honda,Red,47404.0,4.0,5,3.56,13315.73,23554.0
Toyota,Green,172493.0,4.0,5,5.72,30156.12,14698.0
Honda,White,11119.0,4.0,5,4.97,2237.22,20845.0
BMW,Black,201190.0,3.0,5,3.07,65534.2,16705.0
Toyota,White,192890.0,4.0,5,5.85,32972.65,20130.0
Toyota,Black,72287.0,4.0,5,4.29,16850.12,13934.0
Toyota,Black,131958.99,4.0,5,5.54,23819.31,8513.0
Honda,Green,208651.0,4.0,5,3.11,67090.35,13722.0
Nissan,Blue,195105.0,3.0,5,5.82,33523.2,7823.0
Toyota,Blue,240627.0,4.0,5,5.8,41487.41,5285.0
BMW,Blue,131958.99,3.0,5,5.07,26027.41,30020.0
BMW,White,168854.0,5.0,5,5.97,28283.75,23240.0
Toyota,White,46848.0,4.0,5,4.17,11234.53,17795.0
Nissan,Blue,233501.0,4.0,5,5.24,44561.26,2796.0
Toyota,Black,97042.0,4.0,5,5.19,18697.88,8203.0
Nissan,Red,113987.0,4.0,5,5.12,22263.09,4968.0
Nissan,Green,223555.0,4.0,5,3.42,65366.96,11854.0
Nissan,Blue,63686.0,4.0,5,4.73,13464.27,14432.0
Toyota,White,147230.0,4.0,5,4.58,32146.29,16645.0
Honda,Blue,21146.0,4.0,5,3.53,5990.37,23064.0
Toyota,Blue,166679.0,4.0,5,5.11,32618.2,18222.0
Honda,Red,108794.0,4.0,5,4.19,25965.16,15962.0
Toyota,Blue,229110.0,4.0,5,5.75,39845.22,17258.0
Nissan,Red,131958.99,4.0,5,5.04,26182.34,21679.0
Honda,Blue,217068.0,4.0,5,4.11,52814.6,4358.0
Honda,White,133270.0,4.0,5,4.56,29225.88,21612.0
Toyota,Green,202862.0,4.0,5,5.03,40330.42,17635.0
Honda,White,136340.0,4.0,5,3.0,45446.67,19271.0
Toyota,Green,209457.0,5.0,5,3.35,62524.48,14590.0
Toyota,Black,224986.0,4.0,5,4.03,55827.79,11233.0
Toyota,Green,201964.0,4.0,5,3.94,51259.9,13637.0
Honda,Blue,63800.0,4.0,5,5.61,11372.55,26308.0
Toyota,Blue,61337.0,4.0,5,4.05,15144.94,28830.0
Honda,Blue,190532.0,4.0,5,5.33,35747.09,8479.0
Toyota,White,161870.0,4.0,5,5.36,30199.63,7157.0
BMW,Blue,212644.0,5.0,5,5.27,40349.91,19545.0
Toyota,White,30334.0,4.0,5,4.0,7583.5,35687.0
Honda,Black,158337.0,4.0,5,5.98,26477.76,4733.0
Nissan,White,219137.0,4.0,5,4.31,50843.85,5865.0
Toyota,Black,140913.0,4.0,5,5.62,25073.49,15967.0
Honda,Blue,195239.0,4.0,5,4.18,46707.89,14944.0
Honda,White,178351.0,4.0,5,3.3,54045.76,14331.0
BMW,Green,152243.0,5.0,5,5.76,26431.08,20108.0
Toyota,White,245977.0,4.0,5,4.79,51352.19,11036.0
Toyota,White,32748.0,4.0,5,4.12,7948.54,30323.0
Toyota,Green,60344.0,4.0,5,5.86,10297.61,16128.75
Honda,Blue,244434.0,4.0,5,5.34,45774.16,8253.0
Nissan,White,198923.0,4.0,5,5.78,34415.74,5135.0
Toyota,White,128294.0,4.0,5,3.34,38411.38,13608.0
BMW,Blue,179255.0,5.0,5,3.73,48057.64,33040.0
Toyota,White,22257.0,4.0,5,4.45,5001.57,27868.0
Toyota,White,85800.0,4.0,5,3.68,23315.22,20503.0
Toyota,Red,190211.0,4.0,5,4.87,39057.7,4454.0
Toyota,Blue,103202.0,4.0,5,4.6,22435.22,13394.0
Toyota,White,18812.0,4.0,5,3.03,6208.58,22643.0
Honda,White,29541.0,4.0,5,3.84,7692.97,8690.0
Honda,Red,123224.0,4.0,5,5.93,20779.76,16488.0
Honda,White,192655.0,4.0,5,3.3,58380.3,12609.0
Toyota,Blue,219420.0,4.0,5,4.06,54044.33,8952.0
Toyota,White,185146.0,4.0,5,5.34,34671.54,4566.0
Toyota,White,77677.0,5.0,5,3.69,21050.68,16128.75
Nissan,White,211504.0,4.0,5,3.72,56855.91,14084.0
Toyota,Green,88519.0,4.0,5,3.79,23355.94,18640.0
Toyota,White,78123.0,4.0,5,5.52,14152.72,24629.0
Toyota,White,201039.0,4.0,5,5.09,39496.86,16879.0
Nissan,Green,229929.0,4.0,5,5.01,45894.01,9803.0
BMW,White,83309.0,5.0,5,4.45,18721.12,45509.0
Toyota,White,148473.0,4.0,5,3.85,38564.42,23386.0
Toyota,White,10247.0,4.0,5,3.61,2838.5,32566.0
BMW,Blue,50363.0,5.0,5,3.82,13184.03,30104.0
Honda,Blue,187630.0,4.0,5,3.93,47743.0,15810.0
Nissan,Black,192250.0,4.0,5,3.43,56049.56,10962.0
Toyota,White,95725.0,4.0,5,5.75,16647.83,12523.0
Honda,White,136279.0,4.0,5,3.41,39964.52,5933.0
Toyota,White,239554.0,4.0,5,3.64,65811.54,10747.0
Honda,White,100884.0,4.0,5,3.01,33516.28,5145.0
Nissan,Red,124112.0,4.0,5,3.43,36184.26,7217.0
Nissan,White,114699.0,4.0,5,4.76,24096.43,16016.0
Toyota,Blue,198983.0,4.0,5,3.12,63776.6,18440.0
Toyota,Black,201753.0,4.0,5,4.77,42296.23,15097.0
Nissan,White,195056.0,4.0,5,5.48,35594.16,11140.0
Honda,White,30080.0,4.0,5,4.95,6076.77,18429.0
Honda,Blue,171303.0,4.0,5,3.48,49225.0,10821.0
Toyota,Red,220026.0,4.0,5,3.45,63775.65,9554.0
Honda,White,131958.99,4.0,5,5.77,22869.84,10130.0
Toyota,Blue,190406.0,4.0,5,4.82,39503.32,16128.75
BMW,Red,175134.0,5.0,5,5.77,30352.51,29487.0
Toyota,White,100107.0,4.0,5,3.65,27426.58,9878.0
BMW,Green,117440.0,5.0,5,4.3,27311.63,17322.0
Toyota,Blue,188036.0,4.0,5,4.59,40966.45,16128.75
Toyota,Blue,34521.0,4.0,5,5.88,5870.92,30191.0
Nissan,Blue,69954.0,4.0,5,5.44,12859.19,20938.0
BMW,Red,149413.0,5.0,5,4.11,36353.53,36864.0
Nissan,Green,235589.0,4.0,5,3.79,62160.69,5905.0
Toyota,Blue,125939.0,4.0,5,4.55,27678.9,10349.0
Honda,White,248301.0,4.0,5,5.3,46849.25,14026.0
Honda,Blue,248899.0,4.0,5,3.84,64817.45,5834.0
Nissan,Blue,209485.0,4.0,5,3.24,64655.86,13474.0
Toyota,White,62712.0,4.0,5,3.37,18608.9,24342.0
BMW,Green,112156.0,5.0,5,3.82,29360.21,12904.0
Toyota,Green,243177.0,4.0,5,3.83,63492.69,3125.0
Toyota,White,93593.0,4.0,5,3.62,25854.42,29638.0
Honda,Green,131958.99,4.0,5,4.19,31493.79,28599.0
Toyota,Blue,48684.0,4.0,5,3.98,12232.16,33817.0
Toyota,Red,107799.0,4.0,5,5.02,21473.9,13417.0
Toyota,White,112103.0,4.0,5,3.23,34706.81,7898.0
Toyota,White,74984.0,4.0,5,5.82,12883.85,16766.0
BMW,Blue,129040.0,5.0,5,4.44,29063.06,32353.0
Nissan,White,166735.0,4.0,5,4.27,39048.01,7350.0
Nissan,White,129883.0,4.0,5,3.79,34269.92,23945.0
Honda,White,245327.0,4.0,5,5.76,42591.49,8226.0
Toyota,White,51788.0,4.0,5,5.03,10295.83,6480.0
BMW,Blue,31277.0,5.0,5,4.19,7464.68,18139.0
Nissan,White,43191.0,4.0,5,4.77,9054.72,16128.75
Nissan,Blue,191024.0,3.0,5,3.93,48606.62,9450.0
BMW,White,69066.0,5.0,5,4.06,17011.33,22784.0
Honda,Blue,40635.0,4.0,5,4.79,8483.3,12402.0
Toyota,Red,13050.0,4.0,5,3.94,3312.18,9074.0
Honda,White,131958.99,4.0,5,3.96,33322.98,26813.0
Toyota,Green,110078.0,4.0,5,3.91,28152.94,13650.0
BMW,White,118286.0,5.0,5,5.05,23422.97,14145.0
BMW,White,212920.0,3.0,5,4.73,45014.8,11733.0
Honda,Black,231825.0,4.0,5,5.25,44157.14,12988.0
Toyota,White,112968.0,4.0,5,3.79,29806.86,18962.0
Honda,White,118609.0,4.0,5,3.23,36721.05,5465.0
Toyota,White,100657.0,4.0,5,3.06,32894.44,16128.75
Toyota,Red,210870.0,4.0,5,5.83,36169.81,16652.0
Toyota,White,218519.0,4.0,5,5.8,37675.69,16128.75
Honda,Red,211735.0,5.0,5,5.05,41927.72,16128.75
Honda,White,124924.0,4.0,5,4.74,26355.27,19832.0
Toyota,White,14497.0,4.0,5,3.07,4722.15,19838.0
Toyota,White,225284.0,4.0,5,5.47,41185.37,12408.0
Honda,Blue,236760.0,4.0,5,4.39,53931.66,12362.0
Honda,Blue,200219.0,4.0,5,3.68,54407.34,4606.0
BMW,Black,204746.0,5.0,5,4.12,49695.63,24494.0
Toyota,Green,106475.0,4.0,5,5.83,18263.29,24242.0
BMW,White,152410.0,5.0,5,4.44,34326.58,21580.0
Toyota,White,63832.0,4.0,5,3.81,16753.81,6698.0
Toyota,White,73869.0,4.0,5,5.61,13167.38,19572.0
Nissan,White,49310.0,4.0,5,5.63,8758.44,27146.0
BMW,Blue,244095.0,5.0,5,4.87,50122.18,25780.0
Toyota,Blue,229055.0,4.0,5,3.58,63981.84,10865.0
Toyota,Black,144944.0,4.0,5,4.51,32138.36,22873.0
Nissan,Black,10148.0,4.0,5,4.19,2421.96,27337.0
Toyota,Blue,181466.0,5.0,5,5.9,30756.95,14388.0
Toyota,White,248815.0,4.0,5,4.95,50265.66,9785.0
Honda,White,56534.0,4.0,5,4.54,12452.42,6676.0
Nissan,White,48277.0,4.0,5,3.35,14411.04,11406.0
Toyota,Green,131958.99,4.0,5,5.12,25773.24,9073.0
Toyota,White,28809.0,4.0,5,5.13,5615.79,22139.0
Toyota,Blue,237448.0,4.0,5,3.8,62486.32,16202.0
Toyota,Blue,23241.0,4.0,5,3.04,7645.07,14203.0
Nissan,White,135032.0,3.0,5,4.33,31185.22,6214.0
Nissan,White,213449.0,3.0,5,3.21,66495.02,7425.0
